book_id,rating,number_of_likes
4333469,2,37
310259,0,32
48016,4,13
16182349,1,60
7853757,5,50
13575706,1,3
16156394,4,34
348518,5,7
39672066,0,18
28187,0,75
18224216,5,4
661197,4,4
24485116,0,17
17352909,3,2
39797458,3,96
85653,5,100
972193,2,15
3431,2,18
18514604,4,57
191548,5,16
38346446,4,85
550821,3,0
13581267,1,68
8149149,5,69
16033906,3,1
36111620,5,28
13062645,0,27
15982998,1,42
36182208,1,16
25654630,5,7
18754187,0,4
12969574,1,59
24308836,3,83
13073974,1,11
36431876,5,80
17876,0,96
22855494,2,81
18168636,3,73
3295695,5,6
6686092,5,79
335090,3,75
9745415,1,75
25645525,5,13
17800850,0,3
11402002,0,6
29215777,4,21
43549952,4,77
33955346,1,53
7278266,0,14
23219470,0,3
36191362,0,16
3295696,0,31
29084129,2,25
23363236,1,75
15594,1,22
3975186,0,89
20407204,1,7
2696181,0,12
6545199,5,56
18210684,3,23
14743629,5,12
402026,0,90
72286,4,3
40243799,4,38
2230284,2,4
18666094,0,54
39101308,5,10
711901,4,38
455854,0,4
27970696,3,4
963679,2,39
528710,2,40
18629086,0,7
13633768,1,96
16104414,5,20
4328865,1,53
13437141,4,13
30523977,0,85
47241,0,23
51190,4,22
15777362,0,67
225188,5,42
764003,5,79
1519,1,27
690067,0,20
12387704,1,55
13064827,2,67
7137775,4,2
22749804,5,5
186569,5,32
18597016,1,3
6929931,5,16
16129915,2,18
23253279,5,0
2873264,3,68
32941853,5,9
17670532,4,47
15822336,3,40
25978892,3,11
18002005,5,54
444347,3,7
16211251,0,20
36402034,3,3
15837618,5,7
3147367,2,6
22175011,0,9
21813210,5,26
39691001,2,48
25358728,2,14
23401247,3,0
278701,5,73
22585423,2,30
234072,2,54
17877304,4,92
676235,2,33
16102159,1,35
473870,1,14
1044816,3,16
100464,1,12
19958456,4,60
35086518,4,99
442819,1,20
15760897,3,10
17675894,5,16
16107277,3,4
30237061,0,8
17882444,2,25
17745221,1,29
4905292,1,48
44361,1,9
12365,4,41
73860,0,8
25898723,1,13
7876993,3,89
6621143,1,12
16180772,5,18
17378220,2,65
17885828,3,32
20427806,4,6
42519249,1,69
18484332,2,13
779463,0,20
5711346,2,70
36567095,0,69
25330541,0,19
223394,5,73
27796312,4,76
8574333,3,55
65066,0,75
17834808,0,6
15798674,4,7
12564927,5,73
8331609,2,5
13177,5,13
20734346,3,20
58098,5,52
19809,0,2
538166,0,20
38349296,4,100
15803037,0,25
6440071,1,67
6383770,2,16
22730547,0,17
112136,0,2
999513,3,82
9541241,1,48
36464096,3,45
18303570,5,46
8876803,5,86
6609744,2,14
2867886,0,61
9462775,3,79
11876043,4,40
29561487,4,20
1373315,3,19
665369,5,83
17288658,1,17
363082,0,50
7767952,1,7
17255123,4,27
40908086,5,35
6494961,4,7
22715913,0,19
18191815,4,87
17191839,4,9
22305545,0,1
25631442,2,8
6324903,3,0
36582552,4,28
143675,0,2
519828,4,50
3367830,5,17
1975116,5,26
23433671,3,48
18143905,0,64
6084532,4,3
13323203,4,50
6752378,1,12
330721,4,0
28664920,0,40
12702701,4,74
30919,1,92
23616578,4,3
178493,5,35
24248,3,54
24157347,4,13
6275416,0,20
20734346,3,90
1,0,86
8578385,1,12
17936834,1,53
367802,0,12
3490345,0,55
22693276,2,67
10846138,1,49
36638,0,54
30968572,0,17
18663321,1,67
20363899,4,5
15819213,5,8
116020,4,16
67885,3,5
35407312,4,44
580843,5,0
3614157,0,75
3720975,4,11
8598379,4,2
18743153,2,9
1225261,5,91
21863930,0,45
27830249,2,15
218750,2,8
17566943,1,93
507593,1,22
183116,3,2
21957948,0,54
1268479,2,19
22817757,1,9
22638315,3,2
5526,5,43
9801114,0,22
31694016,3,100
3429644,5,51
23167176,4,1
43719200,1,9
1606784,2,41
12971641,5,16
1133489,0,17
22416,1,9
7242100,4,41
6091075,4,39
19504319,3,70
28561501,0,70
311308,3,19
709812,1,9
20707959,4,13
2,0,53
13548618,3,78
20809,2,17
340587,0,21
471048,2,43
18509605,4,35
26820380,1,4
3551100,5,91
31211256,4,65
41209130,3,15
13506481,2,1
15808466,5,9
8164754,3,14
10644437,5,97
430788,3,86
24704529,4,20
16178117,5,91
18250437,2,6
16149939,2,0
13548259,3,16
14563708,1,14
197084,4,14
11108988,5,12
18286402,1,16
2651779,5,62
8428110,5,8
51364,2,47
35962125,0,100
29291,0,49
25721483,5,17
35274032,3,58
42413938,1,3
385028,1,30
24727094,0,9
7314887,1,62
33099043,5,6
10594356,2,90
1419203,2,18
5071346,1,87
22017663,3,20
61661,4,0
1225621,5,3
36264003,5,13
38493159,2,1
9368401,5,11
18310298,4,98
13645229,4,19
23367265,5,27
17735,4,41
31423551,3,71
20772386,0,96
29898,0,37
15728386,5,8
1051097,0,99
24820432,2,61
13765729,0,55
1058726,1,9
372853,4,19
20059,4,5
100915,4,55
444381,3,14
917346,2,8
18138621,5,2
105576,0,0
81992,1,37
11337189,5,68
15954488,3,72
9658269,1,61
25308876,4,23
15798660,5,51
32978572,5,0
22313181,3,81
30090925,2,83
36468699,5,41
11253,4,1
14296788,2,3
1098336,2,1
12233847,5,1
18427593,0,16
9915707,0,14
33738,4,3
38608933,0,57
335459,4,18
2871746,0,14
9182478,4,44
22013353,1,20
13573419,4,30
13191409,4,99
9433912,0,45
17314996,2,15
20434251,2,2
23346358,1,35
33297,1,7
26571498,0,19
18634859,0,79
6521368,4,9
1158380,0,48
22047125,0,66
20428638,1,18
17288762,3,94
7132233,3,5
10173501,3,51
17657267,3,18
224439,3,62
15743485,0,16
768313,3,67
834175,4,62
15779,1,82
18680136,4,10
543137,1,95
6439475,3,10
251882,1,5
42831946,0,8
34845079,1,2
715995,2,1
34092885,1,22
11788404,5,2
37630,0,69
13626818,5,90
13450088,0,15
1606784,4,2
41722478,0,19
11388053,2,95
3873296,0,19
1968592,0,30
26047038,1,6
42435152,1,93
13124344,4,45
81069,0,11
18681391,2,52
107406,2,63
12022929,5,80
11973377,5,70
133793,5,24
2856645,3,7
15762152,1,17
40395,1,19
15814529,0,66
354501,4,33
25816447,3,11
32767523,5,19
17332243,5,46
12084655,4,25
6449378,2,31
15765663,2,0
106139,4,15
29228108,5,75
23019243,0,17
30008713,2,5
20653710,2,19
17901769,3,77
17413424,3,7
17573665,1,75
30119,2,51
17339335,1,55
25037671,1,60
13605723,2,17
21398183,4,0
324296,5,2
6411961,5,40
7532858,3,63
18528310,2,1
6930002,3,78
17160703,1,68
9539767,0,3
32622539,4,67
442554,4,18
33914003,3,54
23168762,4,65
11788433,4,39
42425208,5,4
6681333,0,46
36306157,5,41
112080,0,3
165089,0,5
25108347,3,52
158935,1,58
22909644,3,100
7533,5,31
22879636,5,9
401528,4,13
20578970,0,20
15793074,1,59
29501,4,91
7625632,5,12
15998621,2,3
6600781,3,68
11375889,4,14
23281749,2,2
30841109,4,1
2230284,4,49
18617680,3,21
12905437,4,93
20640467,4,6
780878,4,1
13552281,1,19
17384512,4,26
23854,1,82
26875004,4,65
498214,1,40
18145276,5,22
498835,0,79
13173276,1,10
12649,1,20
17286659,4,48
1025836,3,68
17316075,4,9
6879538,4,19
26384191,3,18
16077954,3,16
27395333,5,12
20699156,4,59
33844155,1,24
16397876,0,32
27494,5,23
271295,0,62
11594414,5,99
8679308,1,9
2946979,1,16
28507357,1,96
2261571,3,0
18404166,1,10
12160890,3,11
24308836,1,68
19085295,3,1
551604,0,23
3152265,0,59
38198718,4,27
477338,1,18
104378,5,12
18661769,3,10
42615845,4,33
37460111,4,0
25733990,1,13
17288171,4,12
23251543,0,19
13177,0,76
22005734,3,16
2721318,4,76
22175011,5,4
22537667,1,36
17384592,5,75
13628172,4,0
15837618,0,7
3873353,5,51
26168300,4,42
20486495,2,43
1044816,3,24
7431461,2,14
9494168,1,67
6599576,0,39
36505403,3,74
33773480,1,80
39353216,1,17
16050234,1,55
21396155,2,72
13612018,3,72
7311907,4,18
31246449,4,44
43156554,1,95
