book_id,rating,number_of_likes
15728807,3,77
1166705,0,97
12045922,5,16
20561916,0,26
20961131,4,69
9762,0,2
99315,5,100
18596963,0,35
21855285,0,17
23638850,3,12
28217802,4,11
252783,0,19
925,5,10
19532388,1,18
7070067,4,5
40045986,4,14
9641046,5,3
584486,2,15
13447566,4,42
507022,1,8
9581174,3,15
3734317,5,53
12190308,5,41
1477625,5,81
17433996,1,6
84235,4,32
176892,1,9
55139,2,3
254024,4,3
30075733,5,4
23206345,1,0
21957184,2,24
617708,2,1
7824768,0,15
32941853,4,64
16163336,3,4
22890961,1,21
15729261,5,76
35564244,1,5
586409,4,39
9972838,4,12
9583227,3,4
24473763,4,59
7286455,4,11
35649191,5,86
17668962,5,19
22460399,0,24
25817616,0,67
45432,4,84
13257637,5,56
1149251,2,13
16199630,5,21
40052056,3,24
13505635,2,62
9953281,5,65
30038977,1,5
17787411,3,72
19303613,3,92
6629985,2,9
344637,5,20
17707568,4,13
22589352,1,7
20911353,4,81
22075341,4,18
4345290,3,15
18074023,1,30
13356825,0,12
270730,1,38
13493936,1,20
3359011,3,9
1704570,5,17
1134122,5,0
216512,2,17
6306102,3,10
4826781,5,74
11558256,0,0
35383330,0,15
24611962,2,15
17241431,4,1
17854625,4,96
17720829,5,37
7505,0,91
3700085,3,86
18646,0,12
1337885,2,5
15717280,2,67
9792199,2,0
13576691,1,31
8089192,1,57
16158561,2,89
17370995,4,54
20299683,2,96
49256,0,7
415459,2,60
40776163,4,67
1363727,4,95
77887,0,34
106164,2,19
135840,1,60
40530730,0,60
17736248,0,90
25422809,4,12
17314788,3,58
17357402,4,9
169354,0,32
40811915,1,8
694226,1,30
22536601,0,47
23252517,3,89
11303597,0,16
34925454,4,6
13562109,1,78
10428803,2,17
15942633,4,3
1347446,3,18
22972067,2,93
4961048,0,19
23130500,5,90
18812784,3,3
1437993,5,67
4702458,1,33
17794715,2,10
17657267,0,33
17125,2,19
22081556,4,3
29981261,1,75
4570679,2,8
4687,4,21
10808013,4,4
834175,4,6
414655,2,51
6686092,5,91
17707617,3,55
12830117,1,12
13517087,3,86
3840329,3,84
16075611,1,34
24308836,3,44
16029550,0,3
179565,1,76
10757749,4,31
26022957,3,33
77723,4,64
40490167,1,2
13086226,0,5
12830117,1,25
72111,4,77
337048,2,13
18242263,5,13
24473763,0,8
5941535,0,58
25235185,2,16
4631,4,6
20698847,2,9
5985401,5,8
17620501,4,96
18621737,1,9
28119148,2,98
18312044,0,67
20525734,0,20
25031871,2,10
35422137,5,2
4631,4,42
29481285,1,6
17288156,5,2
18431,4,97
8730798,2,28
17367507,5,66
22734896,1,19
14469,1,52
9578513,4,73
603985,0,61
1223606,3,15
591572,0,39
6654353,0,95
16107277,2,15
30365409,0,8
23848552,5,34
35069201,1,6
17182066,2,73
367215,0,9
25193398,2,33
138681,2,67
1381691,0,3
17910124,5,26
23230,0,100
1151331,0,20
213577,5,47
37840670,4,22
17332243,3,2
28686775,3,2
18629575,2,54
47906,0,82
28762288,0,7
31393676,0,78
10898326,3,35
235773,5,11
36379678,0,90
39332185,1,9
126151,4,1
16512115,5,1
19547848,3,13
40766761,1,33
10047589,4,14
17333149,0,19
15764032,1,92
659469,0,17
23848159,3,40
73806,1,20
25620676,3,35
16118072,5,69
31945153,3,13
38115733,1,11
107406,4,100
3152265,2,66
1838166,3,7
23259064,4,1
6235225,3,12
28956867,2,71
36840309,4,9
23383013,4,9
18159949,5,88
37797969,1,21
441261,5,59
106134,3,6
37677999,4,1
10662433,0,8
20552507,5,86
15738354,1,14
22601842,3,91
45181,1,2
242201,4,5
22884889,2,14
54529,5,5
16280050,1,29
953788,1,39
18108542,4,46
17840306,2,82
25982869,5,13
15828545,1,36
12925365,1,9
25191115,4,58
22813444,0,80
15752151,3,10
1697353,5,7
1181520,4,75
1594220,2,17
596778,1,39
7439623,2,24
13519844,3,66
16122786,0,37
6457151,1,33
22362,5,81
2320562,3,18
2183067,3,13
8710740,1,11
5356056,0,18
677591,5,92
417640,2,16
15793509,2,61
36585479,2,11
290384,5,27
52383,5,28
6181,1,7
2321296,1,5
25159280,3,14
68400,3,4
9636127,1,99
88442,5,83
18942572,0,4
16104287,3,16
6454183,4,19
22879636,5,17
13153963,1,70
40003938,5,53
14061957,2,13
16240783,4,89
36553295,5,41
5981262,2,35
26114493,4,12
8803932,5,58
2033013,3,92
19303613,0,96
325636,5,39
7743801,4,82
111151,0,46
2392599,1,49
31138412,2,2
99315,5,8
26256898,1,3
406084,1,73
26407003,4,55
18074932,0,39
16085481,5,12
16153261,2,49
1225621,0,11
31451186,5,5
17382357,1,15
11559200,4,87
23389993,1,8
19370252,0,58
77727,1,15
13353619,2,39
549029,0,7
13480769,5,1
42778456,2,66
30163661,4,5
315882,2,95
18698511,1,85
18516218,1,61
790289,4,2
6643090,1,7
445747,3,12
13592222,5,5
7670,1,20
40063283,1,90
8777371,5,43
19447,4,42
25067570,2,84
2827647,5,92
6203048,4,95
6414434,0,100
179737,2,20
75060,4,14
6987527,5,1
17573665,5,9
5778773,4,19
179579,0,81
23491286,1,6
7352053,4,70
17339335,3,28
29546259,4,98
26213995,4,5
7876993,1,14
142470,5,81
2951911,5,7
833550,5,21
36468699,3,12
16133166,3,61
18765,4,12
196150,2,26
22747804,0,5
707252,4,43
6051589,1,16
18012643,1,20
105999,4,18
12828201,4,79
560535,3,17
13643567,2,11
7993566,5,60
2958520,2,11
23153574,2,37
8314214,5,10
6275416,1,5
377679,0,49
84737,2,10
34530776,5,46
6542089,0,44
25562497,2,82
13265293,3,15
25439542,0,73
263254,0,31
32941853,5,0
35724645,5,12
157593,3,86
26160162,4,1
6746528,3,31
11868241,1,29
30340276,3,85
10476984,1,68
28686881,5,64
12997592,3,18
18528310,5,39
18430440,4,96
29059,0,11
11222793,0,8
384355,1,18
18588657,2,4
773454,3,45
162954,2,62
13410938,2,11
835123,1,1
27429680,1,6
16282303,2,70
315578,3,87
11402002,0,23
67825,0,11
18396295,3,38
104535,3,58
7236997,4,64
24583,0,100
13625827,4,52
4946005,1,52
690266,1,9
23286973,1,64
930428,1,61
21565595,2,25
429239,2,12
18667862,3,20
556975,4,16
13564934,1,14
43256446,3,9
1072949,2,86
123636,0,16
1290383,1,3
7433963,3,2
15774943,0,6
28491574,1,14
17288596,2,91
27106864,3,8
13511549,3,41
25664459,5,20
28249,0,84
35066358,5,28
13373170,3,59
551604,5,17
20816749,0,21
13548259,3,58
1130878,2,2
15803161,1,8
12814609,5,79
7248319,4,78
23363236,4,54
11214214,3,44
41536,0,0
3677902,5,2
30090925,4,91
6186355,0,52
406084,4,18
336518,3,11
12101419,3,52
20582519,0,19
12450811,3,27
13602393,2,3
25179935,5,6
5404,2,47
263149,5,71
11114822,1,65
739986,0,66
16066036,1,41
17181677,1,63
994823,2,5
519137,3,73
39863314,2,17
