book_id,book_title,genre_1,genre_2,pages,author_name,author_average_rating
129620,Once and Always,Romance,Romance,400,Judith McNaught,4.16
15810910,The Thousand Names,Fantasy,Fantasy,513,Django Wexler,4.08
8377150,The Floating Islands,Fantasy,Young-Adult,400,Rachel Neumeier,3.62
327945,Rowan Hood: Outlaw Girl of Sherwood Forest,Fantasy,Historical,170,Nancy Springer,3.89
6320247,By Darkness Hid,Fantasy,Christian,490,Jill Williamson,4.15
179565,The Marvelous Land of Oz,Fantasy,Classics,192,L. Frank Baum,3.97
3636,The Giver,Young-Adult,Fiction,204,Lois Lowry,4.08
30043,A River Runs Through it and Other Stories,Fiction,Short-Stories,217,Norman Maclean,4.16
14069,Throne of Jade,Fantasy,Fantasy,398,Naomi Novik,4.03
233987,Paris Stories,Short-Stories,Fiction,378,Mavis Gallant,3.91
6909640,The Education of Bet,Historical,Young-Adult,192,Lauren Baratz-Logsted,3.61
13410938,Robin: Lady of Legend (The Classic Adventures of the Girl Who Became Robin Hood),Fantasy,Historical,382,R.M. ArceJaeger,3.96
8089,Rose Daughter,Fantasy,Fantasy,304,Robin McKinley,3.97
85222,The Complete Western Stories of Elmore Leonard,Westerns,Short-Stories,544,Elmore Leonard,3.76
590327,The Shamer's Daughter,Fantasy,Young-Adult,240,Lene Kaaberbl,3.73
186337,The Persistence of Vision,Science-Fiction,Short-Stories,288,John Varley,3.92
111151,The Love of a Good Woman,Short-Stories,Fiction,352,Alice Munro,3.92
36274898,The Wild Birds,Historical,Fiction,272,Emily Strelow,4.18
20959720,Unaccompanied Minors,Short-Stories,Glbt,168,Alden Jones,3.86
24376199,Beware the Little White Rabbit,Short-Stories,Fantasy,370,Shannon Delany,3.86
29808697,Nine Facts That Can Change Your Life,Short-Stories,See-top-shelves,270,Ronna Wineberg,3.78
1022794,My Lady Notorious,Romance,Romance,371,Jo Beverley,3.76
138681,Girl in Blue,Historical,Young-Adult,310,Ann Rinaldi,3.78
828015,The Breadwinner,Young-Adult,Historical,171,Deborah Ellis,3.94
14295,Pastoralia,Short-Stories,Fiction,188,George Saunders,3.91
4015864,Tunneling to the Center of the Earth: Stories,Short-Stories,Fiction,224,Kevin    Wilson,3.64
