book_id,rating,number_of_likes
2261571,4,17
6234924,3,98
23379428,4,14
26891408,5,1
375108,1,9
18186965,1,19
9694866,4,84
193093,4,86
17154644,1,59
17235448,0,99
32502,2,53
51877,1,84
10680329,0,59
15803141,0,18
6574099,5,17
71955,2,62
13305712,2,50
8849382,1,18
12365,3,40
1096320,4,72
89763,3,12
30687928,0,59
26109391,1,18
6962800,0,16
23202487,3,72
9462775,3,81
8139321,0,12
22571272,3,12
17337987,2,69
6702002,3,13
380326,2,23
21851568,3,4
16076072,0,62
7992363,3,91
18596963,0,11
501127,2,48
332631,0,20
834175,5,4
673914,0,0
109901,5,18
27866099,4,19
11886577,1,84
130363,3,13
11841,4,7
13052105,4,91
8943906,3,6
17741592,5,57
868043,0,50
38910127,4,55
519112,0,17
25391336,3,74
23899193,1,100
139417,3,8
32075853,3,7
15848920,2,68
185292,1,41
18717121,3,30
15839567,1,1
7140917,4,4
25505917,0,98
454538,0,24
159177,0,74
2634570,4,52
26236800,2,92
39098266,2,32
99702,3,75
203968,4,5
19188,5,41
17885828,2,7
24885790,0,51
21854602,4,14
8058301,5,20
10847,1,42
1546916,0,19
9653087,3,49
50788,4,8
16004807,2,46
13570639,4,17
17901165,4,8
1706483,4,17
7210397,4,12
195806,2,83
40985,4,2
174354,3,10
9196571,2,13
35138320,0,92
20657437,5,8
2451044,3,95
25867265,2,41
106022,4,78
1103544,4,27
905092,5,27
535856,5,15
15793154,3,17
543873,2,8
1280503,5,11
25720433,3,30
30315702,2,17
887201,2,18
15810882,4,14
25904855,0,94
15595,5,10
5845,5,80
6515342,5,16
72159,3,54
8909152,4,11
33284896,2,77
1296444,1,2
8262408,3,0
54510,2,90
186031,4,81
20804235,0,77
71023,3,15
17693783,2,97
1016600,3,18
25733835,1,5
7706102,2,1
9461562,3,50
24775703,1,66
15841850,5,24
102720,4,10
14280,4,15
9850443,5,16
17453806,5,59
13383354,0,4
232459,4,3
5355888,1,35
43503374,1,65
36236388,5,81
1546916,2,64
554865,1,18
6642331,1,38
147602,4,71
43993,3,38
23364679,2,9
99664,5,90
20632650,2,4
9300418,3,16
23677341,0,59
2581350,4,16
18444428,2,3
18079683,4,12
13350871,5,92
25852784,2,3
25922869,1,3
29405105,2,98
7844713,0,8
31538647,2,50
13629923,0,71
8124176,2,8
17262132,0,96
18693717,1,16
256003,2,34
24582567,3,73
341168,0,88
16064396,2,82
26348,3,6
10079837,3,89
2319370,0,7
13605723,1,18
25876993,3,10
15710593,1,0
25329513,3,13
108824,5,56
15843286,1,13
807044,5,12
27809980,0,39
161361,2,61
576335,3,100
18735187,2,1
12988004,4,92
18733288,0,99
32660979,0,55
16068905,1,44
12072288,2,21
4203091,4,59
342445,4,82
143534,3,92
15718796,5,9
20982805,5,28
50376,4,42
161402,1,26
15792316,1,90
18885718,1,44
15384,5,97
41646836,3,15
21816250,2,15
234093,2,30
35610664,1,85
13061500,5,91
29095401,5,86
9943,4,10
29283087,4,30
538581,0,53
25733983,1,0
32620367,5,0
8458504,5,0
18089975,4,66
181414,4,85
9477028,1,16
25346,1,8
82748,2,73
254349,3,24
52090,2,50
51877,4,9
77318,3,20
18078559,2,67
18210701,2,4
28434,5,12
21802950,0,9
9622286,2,6
499429,0,0
15800756,2,12
16055135,3,27
10790276,1,1
15735683,2,75
5972643,2,15
18747058,5,15
133954,2,11
9844,3,6
28217831,4,85
31284812,1,41
40937000,5,11
43156554,0,43
13350061,3,73
33570989,1,50
263254,0,5
3289281,2,16
160192,5,28
99315,5,51
57540,3,61
1063598,5,10
41017660,2,82
21428094,0,87
2461776,4,40
41703301,0,86
164814,1,11
24955343,2,8
429940,0,18
16090657,5,1
23363236,2,64
18805795,3,14
17331819,4,13
13625827,5,28
9641046,1,13
595911,0,42
825377,4,18
101065,2,19
62698,1,5
4591,4,85
25701419,1,97
18045891,4,51
27258116,3,2
6290240,0,13
7179686,5,42
13413589,5,8
15796,1,94
575725,2,8
699199,2,15
77449,1,33
11129765,0,25
17316075,2,99
17167084,5,7
87665,4,36
15815363,1,11
13110537,1,96
17406353,3,10
101065,5,35
22707078,2,71
16037511,3,19
13083239,2,78
74013,0,74
26889832,4,3
22840182,4,13
41832244,2,75
25954119,0,13
141828,1,21
16065110,1,8
11915802,0,77
13029251,2,12
18746776,3,30
18310545,1,10
27864391,1,20
11891563,3,3
426625,3,30
7509987,3,10
16054081,4,12
10098912,5,68
11877380,0,13
23349619,2,22
26891408,4,14
15797695,0,1
20883154,3,44
32926258,4,21
42851,2,87
25654602,4,5
29877824,1,52
16041879,1,15
36353058,4,89
16171272,2,28
3394,1,34
11214214,1,1
16077954,2,17
225981,0,18
8574517,1,1
22557520,2,0
17378220,3,24
19178746,5,7
8623679,4,8
133914,5,94
3128411,2,64
13643222,5,39
22033739,5,61
486324,3,99
19547736,4,1
6329657,3,2
23281932,5,77
25225742,2,15
6702002,4,96
29338547,5,1
36613718,4,15
17728,0,6
48468,0,69
16255,1,50
185253,0,14
17287054,4,40
40409456,0,12
28109694,3,87
1191,4,61
2721318,1,50
32713479,2,39
3391762,2,78
16083209,0,62
17720829,1,55
8697191,3,18
18216743,1,9
6088236,5,15
7159898,5,21
35679053,5,41
61661,3,90
14799281,4,57
79626,1,36
22613,1,45
820447,5,2
311127,4,53
18431,4,2
18004713,0,69
11595072,5,83
476653,4,3
13330444,4,40
28208143,0,28
