book_id,rating,number_of_likes
7201315,4,45
175030,2,16
21525988,4,5
75503,0,93
881346,3,12
9415958,3,9
34601,4,15
2509481,1,3
513275,2,6
6641635,0,10
1204341,2,20
13287544,3,18
25516651,3,62
6527740,5,76
25476480,3,10
16111504,0,8
2498983,0,78
16162405,4,0
33544895,2,28
40877170,3,15
839773,3,1
3544982,4,88
15738256,4,99
23161872,3,24
26153925,0,67
7500150,5,26
25108347,3,14
23250311,1,21
26021547,2,11
12000129,1,74
213026,2,9
22911,5,1
784045,5,24
13170037,4,2
2455496,0,68
40721934,1,95
13452967,3,18
23550747,4,6
6553859,2,18
17369254,5,18
135840,4,15
9470293,3,35
24069438,5,2
15726377,2,83
109901,2,12
30528535,2,73
10639,4,0
38490252,0,18
107291,1,18
35512560,4,3
12953537,4,4
34178748,1,19
53829,0,22
25361877,4,10
11222190,4,75
40090262,0,45
9669766,5,52
22046993,4,13
17171910,4,17
40747317,1,33
18873923,2,52
7685245,4,79
17974858,4,88
974778,1,49
160192,5,11
354259,4,2
52803,3,70
23262621,1,20
714902,4,57
96358,0,3
30753570,1,47
9999576,3,11
1150987,1,87
9788080,2,29
25347016,5,96
315882,1,43
8686057,4,2
27421692,4,54
7779348,0,8
11038479,4,69
17453410,4,8
25358353,2,23
89821,0,3
1051620,3,41
64666,3,90
32485744,0,58
3322128,5,71
23397161,1,51
780878,2,20
133782,0,37
33955346,0,16
761154,3,41
23559670,5,87
51364,2,12
17405850,1,49
11387209,1,36
22086463,3,61
7500893,2,31
514210,3,9
13638570,5,9
2897990,1,10
11416792,0,5
22037391,3,34
22693276,2,9
29068281,1,60
22174098,1,1
773534,4,42
17465633,1,63
18114142,3,88
41721680,1,39
6556855,0,92
20940832,0,46
13419794,3,40
31847614,5,17
291482,2,3
13373170,4,31
15980748,5,63
29546259,2,13
6348484,0,6
17798233,0,5
17855576,5,5
18900822,1,60
3478,5,4
6386701,2,7
18076442,4,17
17801958,1,8
20942206,5,0
88077,4,8
3917026,1,17
39346604,2,85
13501083,1,97
861326,5,42
25959389,1,4
26849976,4,41
10403647,2,69
13533650,3,20
9449401,0,67
34234731,0,48
177395,5,14
7717531,1,10
107400,1,4
8768472,0,11
20737459,3,5
22488052,5,15
18623445,3,51
27689,0,5
41153917,3,6
19405297,3,81
25045454,2,54
264147,2,25
6513616,5,60
42778456,0,94
613890,1,50
11341322,5,78
18069223,5,15
73869,0,26
17618286,3,0
900068,2,57
3412815,1,58
28807752,2,99
24936713,2,0
12694556,3,10
7742,2,11
6578293,5,71
747061,3,5
35724645,3,12
1446004,0,89
4332646,4,8
15808474,0,28
6596547,2,0
41017660,3,74
18377623,5,55
7380486,5,64
21413662,3,3
47163,3,35
38821046,3,44
22094951,3,19
17692998,5,10
23121894,1,9
40739015,2,65
15798116,3,62
45245,0,5
35664715,3,2
31395421,3,70
33955346,2,11
36464086,2,74
9196571,3,4
107777,0,65
24582265,1,3
41884270,3,6
18457827,1,25
12959266,3,5
29917666,0,56
25631442,0,15
5158,0,100
7380662,4,98
22817757,3,73
23338387,5,41
18114079,1,81
22749994,3,15
17381520,4,10
6655491,3,18
16887794,0,14
17910375,4,18
247962,2,11
253153,2,24
55096,5,55
61146,2,98
15763857,1,4
315783,0,70
31570776,0,9
41053432,3,19
3297949,4,12
35516439,4,52
219919,5,86
5777156,1,2
15042777,4,10
9315641,5,14
83060,0,44
15823041,1,3
6516978,4,4
15716344,2,10
23602375,3,16
374388,3,91
9581174,1,2
20257070,3,68
1218465,4,11
194740,1,12
27400409,0,10
5200666,1,25
22368622,2,0
15777362,3,49
40940631,4,20
18520658,5,31
11500077,3,3
22094910,4,88
16107277,2,88
43888,3,6
15826563,1,82
23128320,2,25
18761296,0,18
29151535,4,16
27157815,0,13
205997,0,5
26407003,1,97
7779757,5,0
2208499,3,66
22535463,4,0
25746699,5,56
