book_id,rating,number_of_likes
37778058,5,43
17679368,4,4
3214634,1,3
181372,2,14
22221137,4,60
41721680,3,13
15728807,3,77
1166705,0,97
12045922,5,16
20561916,0,26
20961131,4,69
9762,0,2
99315,5,100
18596963,0,35
21855285,0,17
23638850,3,12
28217802,4,11
252783,0,19
925,5,10
19532388,1,18
7070067,4,5
40045986,4,14
9641046,5,3
584486,2,15
13447566,4,42
507022,1,8
9581174,3,15
3734317,5,53
12190308,5,41
1477625,5,81
17433996,1,6
84235,4,32
176892,1,9
55139,2,3
254024,4,3
30075733,5,4
23206345,1,0
21957184,2,24
617708,2,1
7824768,0,15
32941853,4,64
16163336,3,4
22890961,1,21
15729261,5,76
35564244,1,5
586409,4,39
9972838,4,12
9583227,3,4
24473763,4,59
7286455,4,11
35649191,5,86
17668962,5,19
22460399,0,24
25817616,0,67
45432,4,84
13257637,5,56
1149251,2,13
16199630,5,21
40052056,3,24
13505635,2,62
9953281,5,65
30038977,1,5
17787411,3,72
19303613,3,92
6629985,2,9
344637,5,20
17707568,4,13
22589352,1,7
20911353,4,81
22075341,4,18
4345290,3,15
18074023,1,30
13356825,0,12
270730,1,38
13493936,1,20
3359011,3,9
1704570,5,17
1134122,5,0
216512,2,17
6306102,3,10
4826781,5,74
11558256,0,0
35383330,0,15
24611962,2,15
17241431,4,1
17854625,4,96
17720829,5,37
7505,0,91
3700085,3,86
18646,0,12
1337885,2,5
15717280,2,67
9792199,2,0
13576691,1,31
8089192,1,57
16158561,2,89
17370995,4,54
20299683,2,96
49256,0,7
415459,2,60
40776163,4,67
1363727,4,95
77887,0,34
106164,2,19
135840,1,60
40530730,0,60
17736248,0,90
25422809,4,12
17314788,3,58
17357402,4,9
169354,0,32
40811915,1,8
694226,1,30
22536601,0,47
23252517,3,89
11303597,0,16
34925454,4,6
13562109,1,78
10428803,2,17
15942633,4,3
1347446,3,18
22972067,2,93
4961048,0,19
23130500,5,90
18812784,3,3
1437993,5,67
4702458,1,33
17794715,2,10
17657267,0,33
17125,2,19
22081556,4,3
29981261,1,75
4570679,2,8
4687,4,21
10808013,4,4
834175,4,6
414655,2,51
6686092,5,91
17707617,3,55
12830117,1,12
13517087,3,86
3840329,3,84
16075611,1,34
24308836,3,44
16029550,0,3
179565,1,76
10757749,4,31
26022957,3,33
77723,4,64
40490167,1,2
13086226,0,5
12830117,1,25
72111,4,77
337048,2,13
18242263,5,13
24473763,0,8
5941535,0,58
25235185,2,16
4631,4,6
20698847,2,9
5985401,5,8
17620501,4,96
18621737,1,9
28119148,2,98
18312044,0,67
20525734,0,20
25031871,2,10
35422137,5,2
4631,4,42
29481285,1,6
17288156,5,2
18431,4,97
8730798,2,28
17367507,5,66
22734896,1,19
14469,1,52
9578513,4,73
603985,0,61
1223606,3,15
591572,0,39
6654353,0,95
