book_id,rating,number_of_likes
93405,1,3
71828,0,62
17154644,3,28
3681619,5,13
1398909,4,17
12865922,4,90
146746,4,59
20650531,3,5
17185521,4,11
30508147,5,20
41450662,5,76
11082037,1,91
73385,3,7
15841850,2,50
16096102,1,28
16171710,2,37
6862664,0,9
25721421,2,2
8460546,2,41
3832022,3,10
8299165,1,72
25337548,2,5
24473763,3,80
3607543,5,35
1054231,0,56
13505635,2,7
1562452,1,98
13100208,1,16
3121162,0,79
17787411,5,85
23602375,4,19
5942552,3,7
2769831,2,14
13373170,2,12
22514483,4,11
11622125,5,26
462426,1,7
16096686,0,64
15759307,2,53
9462784,1,12
19487669,4,41
9809,2,9
2192272,5,73
20527357,2,10
612226,2,14
13600711,3,26
16440926,5,94
18102827,0,42
17209607,4,10
74406,5,2
34267285,2,90
27242540,0,16
2274457,0,34
46270,5,8
38894211,2,12
455764,1,18
23267144,1,4
14288739,0,24
30236300,3,40
2053020,1,95
1523438,3,12
8835897,5,12
23349435,3,100
18059984,0,92
192888,1,21
18114292,3,6
21957184,5,5
376817,5,4
844793,0,47
17934427,2,27
11094658,1,8
6629162,2,14
1689657,3,80
16069154,4,17
42996684,2,99
255127,0,73
64666,3,13
244659,2,5
32078945,3,86
4443469,5,43
20699996,5,8
7960890,4,32
9498555,4,15
29503237,4,18
662639,0,3
8803932,1,9
354007,2,91
35553614,4,95
22108231,2,15
26314777,3,67
38336011,1,12
18691080,4,2
40116166,5,18
25668535,5,76
12855169,2,32
20442603,1,17
34470979,2,56
2916542,1,9
12247405,4,7
107100,3,56
5948599,4,53
3157940,2,46
20842432,0,20
23546848,5,0
17258853,4,44
2696181,1,44
3873345,0,62
35086269,5,9
18085469,4,14
30112502,3,14
2449325,1,69
2980427,5,14
1394155,1,50
1146093,5,10
3931154,1,80
35660213,3,17
29360229,0,3
8253037,4,93
771507,4,32
31351689,2,14
359385,5,0
21424316,0,94
7945295,2,59
17568759,5,7
22609396,1,2
397150,1,95
