book_id,rating,number_of_likes
464042,1,15
21480819,1,90
25103760,0,100
9301525,4,15
30640176,5,24
1151331,1,17
7635805,1,16
6251543,5,17
22875083,0,60
11901,3,5
35192342,0,93
920330,5,1
14288923,5,44
15745753,3,3
18295858,5,5
6288033,1,25
209577,4,1
18163646,0,82
8777371,1,50
10426786,2,8
17264894,2,4
991544,1,53
22715913,4,47
191113,1,1
116444,1,19
26184918,0,21
39098266,3,18
12742726,2,20
13450049,4,10
296384,2,27
19515047,2,12
3560788,3,47
213577,3,72
23848452,1,59
12274576,1,42
21877212,0,55
22052117,1,44
18157093,4,15
24907702,4,35
27834600,0,18
6471374,3,13
10364135,0,15
8922184,1,75
9824,1,0
10813469,5,48
237900,0,20
36209818,3,74
17204373,3,74
25560329,5,77
22048461,2,35
55139,1,24
36443116,0,2
2860451,5,39
6107,3,15
29492025,2,2
908053,2,90
19477528,5,5
23259118,1,8
411699,5,52
17840836,5,15
7061670,4,15
15790886,5,3
16234184,3,84
16121427,5,32
7092396,1,18
39067463,3,49
22065293,5,15
21480858,4,70
16225637,3,13
10813469,1,1
8838886,4,23
997846,1,67
13624,4,85
1967737,4,59
18371382,0,0
16068905,1,3
17204568,5,19
34234731,5,8
364549,4,2
18076746,1,0
17901131,0,12
12045922,2,15
2056222,3,2
18517591,0,16
29600119,2,2
18059986,2,1
20734346,4,34
17926783,3,0
17557836,5,54
9801114,1,11
9277013,2,0
42859161,5,67
104101,0,72
24482,0,11
18506999,3,64
22859788,5,65
18177030,2,15
14978954,4,2
29457858,4,18
10753977,2,34
16100916,2,20
7882,2,84
26067984,0,64
13448364,5,20
794092,1,3
1079991,2,9
13600791,1,100
4934,1,10
2059573,5,18
18222840,2,18
16072981,2,95
18010355,2,16
5137,1,58
18242263,5,54
8031168,2,60
18053884,1,67
20982805,0,0
11788433,3,36
547094,5,82
10866233,1,28
18711023,3,1
8585694,5,95
6037287,1,30
25810500,2,8
28107444,2,47
107055,3,95
16076072,5,11
29074156,2,91
16093761,0,3
12207595,3,25
404857,4,6
6234910,4,10
2,2,70
