book_id,rating,number_of_likes
185197,2,3
23719408,0,7
7442,1,59
7249737,3,23
118413,1,12
18142403,3,55
1753425,2,4
17928233,0,4
12083233,5,62
223394,4,72
176964,5,100
16146998,0,7
25621424,3,69
40721934,2,34
23961798,0,14
25400927,2,9
13145,5,5
36192173,0,11
3124932,1,29
16248123,4,55
147602,5,6
18295858,5,4
12498527,4,60
3437328,0,26
8428110,1,35
176263,1,34
18761416,5,16
227593,3,30
4601215,0,45
23304855,5,13
967050,4,9
6290240,3,4
26856191,0,98
10871446,0,0
16076787,5,38
23433671,5,65
608216,3,51
20407756,1,0
16052749,2,11
38746239,4,10
20443356,1,38
7505,4,4
29478744,1,8
20256797,3,14
22824968,4,81
15746101,2,58
3329309,1,32
169510,2,17
8316125,5,88
12046837,4,35
17167208,2,21
16000948,1,11
22416,1,53
7992862,1,71
23398961,0,40
287637,4,11
6296263,3,11
28256831,0,83
456057,2,20
26615962,4,7
22500562,5,2
10822858,3,3
17288658,1,86
386402,1,68
692935,3,75
88495,4,11
180584,4,91
25867345,2,37
40612549,4,13
13005666,3,14
2856157,5,17
12962759,5,13
234184,3,76
20359719,5,49
6130052,1,46
33815781,0,36
157313,1,4
20381546,0,14
1373315,1,14
857445,2,81
23349435,0,23
148821,4,93
896621,0,23
22351533,2,2
20613642,3,31
25620676,1,0
29981261,5,84
7991200,3,72
25605631,2,20
15732001,3,16
232431,3,14
13262797,0,73
11508657,4,78
16118927,1,99
39691001,0,72
12392657,0,72
25422809,0,57
34082140,4,46
40717531,2,6
29847473,4,60
2750180,4,99
23460404,2,17
6922598,2,32
11023952,0,3
17880603,2,54
112080,4,20
22670490,3,38
772739,2,11
13448827,2,41
900068,2,16
772852,4,14
72111,2,3
3511318,1,80
2979885,1,10
333970,5,42
566781,0,30
17288658,2,4
9912767,2,9
23213197,3,64
23874411,1,85
96472,2,53
4052117,2,32
33727,1,14
161744,3,61
2556204,3,27
2162300,0,13
18626777,4,1
6122485,3,12
18209338,3,69
11306989,5,62
1697353,1,86
14290364,3,95
14915175,5,5
980426,1,42
32502,5,23
12606292,0,94
18102792,5,85
10808013,5,85
116685,0,12
292163,1,19
29623917,3,74
103294,0,17
303917,4,1
29638166,0,41
20428638,2,88
338670,5,16
10836896,2,20
17622459,2,35
226552,2,83
8452309,4,82
151926,5,85
22571509,1,2
10898326,4,26
3106441,5,50
17020,0,0
1807983,0,2
457762,2,28
5157,2,57
284698,5,23
17693783,5,52
18885571,0,5
1297177,0,64
17200672,0,17
220937,2,78
7726427,3,16
94803,1,58
100910,3,20
11782143,1,12
13271221,3,7
18516961,3,14
130748,1,15
4332027,5,15
15989598,4,8
13413589,2,64
17262103,1,20
2874897,3,70
22449806,5,16
10553215,3,29
16409189,0,25
18490614,4,6
1858013,5,37
12877,5,82
12972499,3,98
29776246,5,78
13508767,1,44
528362,5,6
23552511,0,16
490980,2,8
35525010,4,1
16110481,0,36
20740201,4,72
7894870,5,1
4374400,5,83
18069353,2,90
1279791,0,74
23933243,4,8
5778773,2,4
23989100,4,4
56634,0,65
17408302,3,18
26800718,5,7
252268,0,16
16077954,4,97
6609744,1,52
35993,2,8
16278424,4,9
24533518,3,42
180617,4,7
27999771,1,15
6463839,0,20
109395,2,0
458003,1,70
2053020,1,54
13498897,4,52
18812737,3,3
37570625,4,8
887201,1,84
13127599,4,13
12159815,4,91
18404166,2,28
32051720,3,64
24731,3,7
7981127,5,66
910668,4,3
12398661,3,94
6468957,3,89
34839067,3,11
13278242,4,97
500463,1,7
38490252,2,13
27424750,5,17
12814540,2,7
13550926,4,64
13646237,1,44
312650,4,100
344623,4,76
32928935,4,46
21556057,3,8
11765175,0,36
9776116,4,79
2897990,4,69
27208482,3,45
69864,2,47
18659623,1,2
788428,0,16
9314304,5,10
15777362,2,67
26309801,4,14
15789345,3,78
339026,5,76
31394234,3,7
14750021,5,48
7165405,5,86
24890845,5,82
575725,1,88
2974811,3,20
23110713,0,63
34267484,0,97
8540246,5,77
9171404,2,1
36295656,5,22
50027,1,9
5711852,2,17
8857310,2,94
37586,1,15
18281991,3,95
3711,5,61
13625930,2,63
17877322,2,3
395397,1,87
83017,4,0
60211,4,1
7798911,4,6
34845079,1,24
24692066,5,74
179033,2,59
316845,1,96
6909640,0,17
34971796,1,7
25609206,3,33
24514259,3,82
586732,3,11
335919,2,20
18164491,5,15
20320562,4,10
18078559,3,12
35982,4,38
12925365,0,61
28331715,0,41
10846138,3,43
22571509,4,5
